movieid,title,studio,runtime,rating,reldate
9398,Three Identical Strangers,CNN Films,96,PG-13,2018-06-29
9399,Uncle Drew,Lionsgate,103,PG-13,2018-06-29
9400,Winter Brothers,Kimstim Films,94,TV-14,2018-06-29
9401,Woman Walks Ahead,Batrax Entertainment,101,R,2018-06-29
9402,Fireworks,GKIDS,90,Not Rated,2018-07-03
9403,The First Purge,Universal Pictures,98,R,2018-07-04
9404,Ant-Man and the Wasp,Walt Disney,118,PG-13,2018-07-06
9405,Bleeding Steel,,109,Not Rated,2018-07-06
9406,Ryuichi Sakamoto: Coda,MUBI,100,Not Rated,2018-07-06
9407,Sorry to Bother You,Annapurna Pictures,111,Not Rated,2018-07-06
9408,The Legacy of a Whitetail Deer Hunter,Netflix,83,TV-14,2018-07-06
9409,Under the Tree,Magnolia Pictures,89,Not Rated,2018-07-06
9410,Whitney,Roadside Attractions,120,Not Rated,2018-07-06
9411,Gauguin: Voyage to Tahiti,Cohen Media Group,102,Not Rated,2018-07-11
9412,A Midsummer Night's Dream,Brainstorm Media,105,Not Rated,2018-07-13
9413,Dark Money,PBS,99,TV-14,2018-07-13
9414,"Don't Worry, He Won't Get Far on Foot",Amazon Studios,114,R,2018-07-13
9415,Eighth Grade,A24,93,R,2018-07-13
9416,Hotel Transylvania 3: Summer Vacation,Sony Pictures,97,PG,2018-07-13
9417,Milford Graves Full Mantis,Cinema Guild,91,Not Rated,2018-07-13
9418,Path of Blood,Paladin,92,Not Rated,2018-07-13
9419,Robin Williams: Come Inside My Mind,Home Box Office (HBO),116,TV-MA,2018-07-13
9420,Shock and Awe,,90,R,2018-07-13
9421,Siberia,Saban Films,104,R,2018-07-13
9422,Skyscraper,Universal Pictures,102,PG-13,2018-07-13
9423,The Night Eats the World,Haut et Court Distribution,93,TV-14,2018-07-13
9424,What Will People Say,Kino Lorber,106,Not Rated,2018-07-13
9425,Blindspotting,Lionsgate,95,Not Rated,2018-07-20
9426,Damascus Cover,Vertical Entertainment,93,R,2018-07-20
9427,Euthanizer,Scanbox Entertainment,85,Not Rated,2018-07-20
9428,Far from the Tree,Sundance Selects,93,NR,2018-07-20
9429,Generation Wealth,Evergreen Pictures,106,Not Rated,2018-07-20
9430,Mamma Mia! Here We Go Again,Universal Pictures,114,PG-13,2018-07-20
9431,Maquia: When the Promised Flower Blooms,Eleven Arts,115,Not Rated,2018-07-20
9432,McQueen,Bleecker Street Media,111,Not Rated,2018-07-20
9433,Pin Cushion,Cleopatra Entertainment,82,Not Rated,2018-07-20
9434,The Equalizer 2,Sony Pictures,121,R,2018-07-20
9435,The Third Murder,Film Movement,124,Not Rated,2018-07-20
9436,Unfriended: Dark Web,Universal Pictures,92,Not Rated,2018-07-20
9437,Zoe,Netflix,104,R,2018-07-20
9438,Good Manners,Distrib Films,135,Not Rated,2018-07-27
9439,Hot Summer Nights,A24,107,Not Rated,2018-07-27
9440,Mission: Impossible â Fallout,Paramount Pictures,147,PG-13,2018-07-27
9441,Puzzle,Sony Pictures,103,Not Rated,2018-07-27
9442,Scarred Hearts,Big World Pictures,141,Not Rated,2018-07-27
9443,Scotty and the Secret History of Hollywood,,98,Not Rated,2018-07-27
9444,Teen Titans Go! To the Movies,Warner Bros.,84,PG,2018-07-27
9445,The Bleeding Edge,Netflix,99,TV-14,2018-07-27
9446,The Captain,Music Box Films,118,Not Rated,2018-07-27
9447,"Nico, 1988",Magnolia Pictures,93,R,2018-08-01
9448,"No Date, No Signature",Distrib Films,104,Not Rated,2018-08-01
9449,40 Years in the Making: The Magic Music Movie,Paladin,99,Not Rated,2018-08-03
9450,Christopher Robin,Walt Disney,104,PG,2018-08-03
9451,Cocote,Grasshopper Film,106,Not Rated,2018-08-03
9452,Death of a Nation,Pure Flix / Quality Flix,108,PG-13,2018-08-03
9453,Gavagai,Shadow Distribution,90,Not Rated,2018-08-03
9454,Like Father,Netflix,98,TV-MA,2018-08-03
9455,Never Goin' Back,A24,85,Not Rated,2018-08-03
9456,Night Comes On,Samuel Goldwyn Films,86,Not Rated,2018-08-03
9457,The Darkest Minds,20th Century Fox,104,PG-13,2018-08-03
9458,The Miseducation of Cameron Post,Atlantic Film,91,Not Rated,2018-08-03
9459,The Spy Who Dumped Me,Lionsgate,117,R,2018-08-03
9460,Dog Days,LD Entertainment,113,PG,2018-08-08
9461,A Prayer Before Dawn,A24,116,R,2018-08-10
9462,BlacKkKlansman,Universal Pictures,135,R,2018-08-10
9463,BuyBust,Viva Films,127,Not Rated,2018-08-10
9464,Elizabeth Harvest,IFC Films,105,R,2018-08-10
9465,Madeline's Madeline,Oscilloscope Laboratories,93,Not Rated,2018-08-10
9466,Skate Kitchen,Magnolia Pictures,106,Not Rated,2018-08-10
9467,Slender Man,Sony Pictures,93,PG-13,2018-08-10
9468,Summer of 84,Gunpowder & Sky,105,Not Rated,2018-08-10
9469,The Guernsey Literary and Potato Peel Pie Society,Netflix,124,TV-14,2018-08-10
9470,The Meg,Warner Bros.,113,PG-13,2018-08-10
9471,The Swan,Synergetic Distribution,91,Not Rated,2018-08-10
9472,Cielo,Juno Films,78,Not Rated,2018-08-15
9473,Crazy Rich Asians,Warner Bros.,120,PG-13,2018-08-15
9474,A Whale of a Tale,,97,Not Rated,2018-08-17
9475,Alpha,Sony Pictures,96,PG-13,2018-08-17
9476,Blaze,Sundance Selects,129,NR,2018-08-17
9477,Down a Dark Hall,Lionsgate,96,PG-13,2018-08-17
9478,"Juliet, Naked",Lionsgate,97,Not Rated,2018-08-17
9479,Memoir of War,Music Box Films,127,Not Rated,2018-08-17
9480,Mile 22,STX Entertainment,94,R,2018-08-17
9481,Minding the Gap,Magnolia Pictures,93,Not Rated,2018-08-17
9482,Puppet Master: The Littlest Reich,RLJE Films,90,Not Rated,2018-08-17
9483,Songwriter,Abramorama,84,NR,2018-08-17
9484,The Wife,Sony Pictures,100,R,2018-08-17
9485,To All the Boys I've Loved Before,Netflix,99,TV-14,2018-08-17
9486,We the Animals,The Orchard,94,R,2018-08-17
9487,"The Night Is Short, Walk On Girl",GKIDS,92,PG-13,2018-08-21
9488,John McEnroe: In the Realm of Perfection,Oscilloscope Laboratories,95,Not Rated,2018-08-22
9489,A.X.L.,Sony Pictures,98,PG,2018-08-24
9490,Arizona,RLJ Entertainment,85,TV-MA,2018-08-24
9491,Blue Iguana,Screen Media Films,100,Not Rated,2018-08-24
9492,Crime + Punishment,Hulu,112,Not Rated,2018-08-24
9493,Makala,Les Films du Losange,96,Not Rated,2018-08-24
9494,Papillon,Bleecker Street,133,R,2018-08-24
9495,Searching,Sony Pictures,102,PG-13,2018-08-24
9496,Support the Girls,Magnolia Pictures,90,Not Rated,2018-08-24
9497,The Bookshop,CDI Films,113,PG,2018-08-24
9498,The Happytime Murders,STX Entertainment,91,R,2018-08-24
9499,What Keeps You Alive,IFC Midnight,98,NR,2018-08-24
9500,Operation Finale,Metro-Goldwyn-Mayer,122,PG-13,2018-08-29
9501,Active Measures,Super LTD,109,PG-13,2018-08-31
9502,Destination Wedding,Ascot Elite Entertainment Group,90,R,2018-08-31
9503,Kin,Lionsgate,102,PG-13,2018-08-31
9504,Let the Corpses Tan,Kino Lorber,92,Not Rated,2018-08-31
9505,Pick of the Litter,Sundance Selects,81,NR,2018-08-31
9506,Reprisal,Lionsgate,89,R,2018-08-31
9507,The Little Stranger,20th Century Fox,111,R,2018-08-31
9508,Bisbee '17,4th Row Films,112,Not Rated,2018-09-05
9509,Five Fingers For Marseilles,Uncork'd Entertainment,120,Not Rated,2018-09-07
9510,Hal,Oscilloscope,90,Not Rated,2018-09-07
9511,I Am Not a Witch,Film Movement,93,Not Rated,2018-09-07
9512,Kusama - Infinity,Magnolia Pictures,76,Not Rated,2018-09-07
9513,Peppermint,STX Entertainment,101,R,2018-09-07
9514,Sierra Burgess Is a Loser,Netflix,105,PG-13,2018-09-07
9515,The Apparition,Music Box Films,144,Not Rated,2018-09-07
9516,The Nun,Warner Bros.,96,R,2018-09-07
9517,Slice,A24,83,R,2018-09-10
9518,A Simple Favor,Lionsgate,117,R,2018-09-14
9519,American Chaos,Sony Pictures,90,R,2018-09-14
9520,Bel Canto,Screen Media Films,100,,2018-09-14
9521,Don't Leave Home,,86,Not Rated,2018-09-14
9522,Final Score,Saban Films,104,Not Rated,2018-09-14
9523,"Hale County This Morning, This Evening",Cinema Guild,76,Not Rated,2018-09-14
9524,I Think We're Alone Now,Momentum Pictures,93,Not Rated,2018-09-14
9525,Lizzie,Roadside Attractions,105,R,2018-09-14
9526,Mandy,RLJE Films,121,Not Rated,2018-09-14
9527,Museo,Vitagraph Films,128,Not Rated,2018-09-14
9528,Rodents of Unusual Size,Tilapia Film,71,Not Rated,2018-09-14
9529,Science Fair,National Geographic Channel,90,PG,2018-09-14
9530,The Children Act,Entertainment One,105,R,2018-09-14
9531,The Land of Steady Habits,Netflix,98,TV-MA,2018-09-14
9532,The Predator,20th Century Fox,107,R,2018-09-14
9533,The Public Image Is Rotten,Abramorama,105,NR,2018-09-14
9534,Unbroken: Path to Redemption,Pure Flix Entertainment,98,PG-13,2018-09-14
9535,Where Hands Touch,Vertical Entertainment,122,Not Rated,2018-09-14
9536,White Boy Rick,Sony Pictures,111,R,2018-09-14
9537,Garry Winogrand: All Things are Photographable,Greenwich Entertainment,90,Not Rated,2018-09-19
9538,A Happening of Monumental Proportions,Great Point Media,81,R,2018-09-21
9539,Assassination Nation,Neon,108,Not Rated,2018-09-21
9540,Colette,Bleecker Street,111,Not Rated,2018-09-21
9541,Fahrenheit 11/9,GathrFilms,128,R,2018-09-21
9542,Jane Fonda in Five Acts,Home Box Office (HBO),133,TV-14,2018-09-21
9543,Life Itself,Amazon Studios,117,R,2018-09-21
9544,"Love, Gilda",Magnolia Pictures,88,Not Rated,2018-09-21
9545,Quincy,Netflix,124,,2018-09-21
9546,Tea with the Dames,IFC Films,84,NR,2018-09-21
9547,The House with a Clock in Its Walls,Universal Pictures,105,PG,2018-09-21
9548,The Last Suit,Walt Disney,91,Not Rated,2018-09-21
9549,The Sisters Brothers,Annapurna Pictures,121,R,2018-09-21
9550,The Song of Sway Lake,The Orchard,100,Not Rated,2018-09-21
9551,306 Hollywood,,94,Not Rated,2018-09-28
9552,All About Nina,The Orchard,97,R,2018-09-28
9553,Bad Reputation,Magnolia Pictures,93,Not Rated,2018-09-28
9554,Black '47,IFC Films,100,R,2018-09-28
9555,Free Solo,Periscoop Film,100,Not Rated,2018-09-28
9556,Hell Fest,CBS Films,89,R,2018-09-28
9557,Hold the Dark,Netflix,125,TV-MA,2018-09-28
9558,Little Women,Pure Flix Entertainment,112,PG-13,2018-09-28
9559,MATANGI/MAYA/M.I.A.,Abramorama,96,Not Rated,2018-09-28
9560,Monsters and Men,,96,Not Rated,2018-09-28
9561,Night School,Universal Pictures,111,PG-13,2018-09-28
9562,Smallfoot,Warner Bros.,96,PG,2018-09-28
9563,The Old Man & the Gun,20th Century Fox,93,PG-13,2018-09-28
9564,A Crooked Somebody,Vertical Entertainment,102,Not Rated,2018-10-05
9565,A Star Is Born,Warner Bros.,136,R,2018-10-05
9566,Heavy Trip,Doppelganger Releasing,92,Not Rated,2018-10-05
9567,Loving Pablo,Universal Pictures,123,R,2018-10-05
9568,Private Life,Netflix,123,Not Rated,2018-10-05
9569,Studio 54,Zeitgeist Films,98,NR,2018-10-05
9570,The Great Buster: A Celebration,Cohen Media Group,102,Not Rated,2018-10-05
9571,The Hate U Give,20th Century Fox,133,PG-13,2018-10-05
9572,Venom,Sony Pictures,112,PG-13,2018-10-05
9573,22 July,Netflix,143,Not Rated,2018-10-10
9574,Liyana,Abramorama,77,NR,2018-10-10
9575,The Happy Prince,Sony Pictures,105,R,2018-10-10
9576,After Everything,Good Deed Entertainment,95,Not Rated,2018-10-12
9577,Apostle,Netflix,130,TV-MA,2018-10-12
9578,Bad Times at the El Royale,20th Century Fox,141,R,2018-10-12
9579,Beautiful Boy,Amazon Studios,120,R,2018-10-12
9580,First Man,Universal Pictures,141,PG-13,2018-10-12
9581,Goosebumps 2: Haunted Halloween,Sony Pictures,90,PG,2018-10-12
9582,I Still See You,Lionsgate,98,PG-13,2018-10-12
9583,Sadie,,96,Not Rated,2018-10-12
9584,The Kindergarten Teacher,Netflix,96,Not Rated,2018-10-12
9585,The Oath,Roadside Attractions,93,R,2018-10-12
9586,The Sentence,HBO Films,85,TV-PG,2018-10-12
9587,Thunder Road,,92,Not Rated,2018-10-12
9588,Watergate,,260,Not Rated,2018-10-12
9589,An Evening with Beverly Luff Linn,Picturehouse Entertainment,108,Not Rated,2018-10-19
9590,Can You Ever Forgive Me?,20th Century Fox,106,R,2018-10-19
9591,Caniba,Grasshopper Film,92,NR,2018-10-19
9592,Galveston,Les Bookmakers,91,Not Rated,2018-10-19
9593,Halloween,Universal Pictures,106,R,2018-10-19
9594,Mid90s,A24,85,R,2018-10-19
9595,On Her Shoulders,Oscilloscope Laboratories,95,Not Rated,2018-10-19
9596,The Guilty,Magnolia Pictures,85,Not Rated,2018-10-19
9597,The Price of Everything,HBO Documentary,98,TV-14,2018-10-19
9598,The Waldheim Waltz,Menemsha Films,93,Not Rated,2018-10-19
9599,What They Had,Bleecker Street Media,101,R,2018-10-19
9600,Wildlife,IFC Films,105,Not Rated,2018-10-19
9601,Life and Nothing More,CFI Releasing,114,Not Rated,2018-10-24
9602,Dovlatov,Netflix,126,Not Rated,2018-10-25
9603,1985,Wolfe Releasing,85,Not Rated,2018-10-26
9604,A Bread Factory Part One: For the Sake of Gold,E.D. Distribution,122,,2018-10-26
9605,A Bread Factory Part Two: Walk With Me a While,E.D. Distribution,120,Not Rated,2018-10-26
9606,Border,Neon,110,R,2018-10-26
9607,Burning,Well Go USA Entertainment,148,Not Rated,2018-10-26
9608,Don't Go,IFC Films,91,NR,2018-10-26
9609,Hunter Killer,Lionsgate,122,R,2018-10-26
9610,Johnny English Strikes Again,Universal Pictures,89,PG,2018-10-26
9611,London Fields,Paladin,118,R,2018-10-26
9612,"Monrovia, Indiana",Zipporah Films,143,Not Rated,2018-10-26
9613,Shirkers,Netflix,97,Not Rated,2018-10-26
9614,Suspiria,Amazon Studios,152,R,2018-10-26
9615,Viper Club,Roadside Attractions,109,R,2018-10-26
9616,A Private War,Aviron Pictures,110,Not Rated,2018-11-02
9617,Bodied,,120,Not Rated,2018-11-02
9618,Bohemian Rhapsody,20th Century Fox,134,PG-13,2018-11-02
9619,Boy Erased,Universal Pictures,115,R,2018-11-02
9620,In Search of Greatness,AOS (Art of Sport),77,PG-13,2018-11-02
9621,Maria by Callas,Sony Pictures,119,PG,2018-11-02
9622,Nobody's Fool,Paramount Pictures,110,R,2018-11-02
9623,Prospect,Gunpowder & Sky,98,Not Rated,2018-11-02
9624,Searching for Ingmar Bergman,Oscilloscope,99,Not Rated,2018-11-02
9625,The Grief of Others,E.D. Distribution,103,Not Rated,2018-11-02
9626,The Nutcracker and the Four Realms,Walt Disney,99,PG,2018-11-02
9627,The Other Side of the Wind,Netflix,122,Not Rated,2018-11-02
9628,They'll Love Me When I'm Dead,Netflix,98,TV-MA,2018-11-02
9629,Unlovable,Orion Classics,80,Not Rated,2018-11-02
9630,The Front Runner,Sony Pictures,113,R,2018-11-06
9631,Chef Flynn,Kino Lorber,82,Not Rated,2018-11-09
9632,El Angel,20th Century Fox,118,Not Rated,2018-11-09
9633,Here and Now,AMBI Group,91,Not Rated,2018-11-09
9634,In a Relationship,Vertical Entertainment,92,TV-MA,2018-11-09
9635,Infinite Football,Capricci Films,70,NR,2018-11-09
9636,Outlaw King,Netflix,121,Not Rated,2018-11-09
9637,Overlord,Paramount Pictures,110,R,2018-11-09
9638,Postcards from London,Strand Releasing,90,Not Rated,2018-11-09
9639,The Ballad of Buster Scruggs,Netflix,133,Not Rated,2018-11-09
9640,The Girl in the Spider's Web,Sony Pictures,117,R,2018-11-09
9641,The Grinch,Universal Pictures,86,PG,2018-11-09
9642,The Long Dumb Road,The Film Arcade,90,R,2018-11-09
9643,The New Romantic,Elevation Pictures,82,Not Rated,2018-11-09
9644,Weightless,Paladin,93,R,2018-11-09
9645,Shoah: Four Sisters,Cohen Media Group,273,Not Rated,2018-11-14
9646,Anchor and Hope,Wolfe Releasing,113,Not Rated,2018-11-16
9647,At Eternity's Gate,CBS Films,111,PG-13,2018-11-16
9648,Cam,Netflix,94,TV-MA,2018-11-16
9649,Fantastic Beasts: The Crimes of Grindelwald,Warner Bros.,134,PG-13,2018-11-16
9650,Green Book,Universal Pictures,130,PG-13,2018-11-16
9651,Instant Family,Paramount Pictures,118,PG-13,2018-11-16
9652,Jinn,Orion Classics,92,Not Rated,2018-11-16
9653,Jonathan,Well Go USA Entertainment,95,Not Rated,2018-11-16
9654,Mobile Homes,Dark Star Pictures,105,Not Rated,2018-11-16
9655,Of Fathers and Sons,Kino Lorber,99,Not Rated,2018-11-16
9656,The Clovehitch Killer,IFC Midnight,109,NR,2018-11-16
9657,Under The Wire,Abramorama,95,R,2018-11-16
9658,Widows,20th Century Fox,129,R,2018-11-16
9659,Creed II,Metro-Goldwyn-Mayer,130,PG-13,2018-11-21
9660,Ralph Breaks the Internet,Walt Disney,111,PG,2018-11-21
9661,Robin Hood,Lionsgate,116,PG-13,2018-11-21
9662,Roma,Netflix,135,Not Rated,2018-11-21
9663,The Christmas Chronicles,Netflix,104,TV-PG,2018-11-22
9664,Amazing Grace,Neon,87,,2018-11-23
9665,Becoming Astrid,Music Box Films,123,Not Rated,2018-11-23
9666,Shoplifters,Magnolia Pictures,121,Not Rated,2018-11-23
9667,The Cleaners,,88,Not Rated,2018-11-23
9668,The Favourite,20th Century Fox,119,R,2018-11-23
9669,The Great Buddha+,,102,Not Rated,2018-11-23
9670,Mowgli: Legend of the Jungle,Netflix,104,PG-13,2018-11-29
9671,Anna and the Apocalypse,Odeon,93,R,2018-11-30
9672,Bathtubs Over Broadway,Universal Pictures,87,PG-13,2018-11-30
9673,Ghostbox Cowboy,Dark Star Pictures,90,Not Rated,2018-11-30
9674,Happy as Lazzaro,Netflix,125,Not Rated,2018-11-30
9675,Mirai,GKIDS,98,PG,2018-11-30
9676,People's Republic of Desire,,95,Not Rated,2018-11-30
9677,Sicilian Ghost Story,Strand Releasing,122,Not Rated,2018-11-30
9678,The Mercy,Lionsgate,112,Not Rated,2018-11-30
9679,The Possession of Hannah Grace,Sony Pictures,86,R,2018-11-30
9680,The World Is Yours,,94,TV-MA,2018-11-30
9681,Elliot: The Littlest Reindeer,Screen Media Films,89,PG,2018-12-01
9682,Tyrel,Magnolia Pictures,86,Not Rated,2018-12-05
9683,Clara's Ghost,Orion Classics,92,Not Rated,2018-12-06
9684,Tito and the Birds,Shout! Factory,73,,2018-12-06
9685,Back Roads,Samuel Goldwyn Films,101,Not Rated,2018-12-07
9686,Ben Is Back,Roadside Attractions,103,R,2018-12-07
9687,Divide and Conquer: The Story of Roger Ailes,Magnolia Pictures,107,Not Rated,2018-12-07
9688,Dumplin',Netflix,110,PG-13,2018-12-07
9689,Mary Queen of Scots,Universal Pictures,124,R,2018-12-07
9690,Swimming with Men,IFC Films,96,NR,2018-12-07
9691,The American Meme,Netflix,98,Not Rated,2018-12-07
9692,The Party's Just Beginning,The Orchard,91,Not Rated,2018-12-07
9693,Vox Lux,Neon,114,Not Rated,2018-12-07
9694,Once Upon a Deadpool,20th Century Fox,119,PG-13,2018-12-12
9695,Never-Ending Man: Hayao Miyazaki,GKIDS,70,Not Rated,2018-12-13
9696,Bird Box,Netflix,124,Not Rated,2018-12-14
9697,Capernaum,Sony Pictures,126,R,2018-12-14
9698,Dead Souls,Grasshopper Film,495,Not Rated,2018-12-14
9699,If Beale Street Could Talk,Angel Films,119,R,2018-12-14
9700,Mortal Engines,Universal Pictures,128,PG-13,2018-12-14
9701,Spider-Man: Into the Spider-Verse,Sony Pictures,117,PG,2018-12-14
9702,The House That Jack Built,IFC Films,152,R,2018-12-14
9703,The Mule,Warner Bros.,116,R,2018-12-14
9704,The Quake,Magnet Releasing,106,Not Rated,2018-12-14
9705,They Shall Not Grow Old,Fathom Events,99,Not Rated,2018-12-17
9706,Mary Poppins Returns,Walt Disney,130,PG,2018-12-19
9707,All Is True,Sony Pictures,101,PG-13,2018-12-21
9708,American Renegades,Asmik Ace Entertainment,106,PG-13,2018-12-21
9709,Aquaman,Warner Bros.,143,PG-13,2018-12-21
9710,Bumblebee,Paramount Pictures,114,PG-13,2018-12-21
9711,Cold War,Amazon Studios,89,R,2018-12-21
9712,Second Act,STX Entertainment,103,PG-13,2018-12-21
9713,Welcome To Marwen,Universal Pictures,116,PG-13,2018-12-21
9714,Destroyer,Annapurna Pictures,121,R,2018-12-25
9715,Holmes & Watson,Sony Pictures,90,PG-13,2018-12-25
9716,On the Basis of Sex,Universal Pictures,120,PG-13,2018-12-25
9717,Vice,Annapurna Pictures,132,R,2018-12-25
9718,Stan & Ollie,Sony Pictures,98,PG,2018-12-28
9719,Escape Room,Sony Pictures,99,PG-13,2019-01-04
9720,Rust Creek,IFC Midnight,108,R,2019-01-04
9721,State Like Sleep,"Orchard, The",104,Not Rated,2019-01-04
9722,The Vanishing,Saban Films,107,R,2019-01-04
9723,A Dog's Way Home,Sony Pictures,96,PG,2019-01-11
9724,Ashes in the Snow,Vertical Entertainment,98,Not Rated,2019-01-11
9725,Buffalo Boys,Samuel Goldwyn Films,102,Not Rated,2019-01-11
9726,Donbass,,121,Not Rated,2019-01-11
9727,Perfect Strangers (Perfectos Desconocidos),Pantelion Films,97,Not Rated,2019-01-11
9728,Pledge,IFC Midnight,77,NR,2019-01-11
9729,Replicas,Entertainment Studios Motion Pictures,107,PG-13,2019-01-11
9730,The Aspern Papers,Cohen Media Group,90,R,2019-01-11
9731,The Upside,STX Entertainment,126,PG-13,2019-01-11
9732,Touch Me Not,Kino Lorber,123,Not Rated,2019-01-11
9733,The Heiresses,Distrib Films,98,Not Rated,2019-01-16
9734,What Is Democracy?,Zeitgeist Films,107,Not Rated,2019-01-16
9735,All These Small Moments,Orion Classics,100,Not Rated,2019-01-17
9736,Adult Life Skills,Screen Media Films,96,TV-MA,2019-01-18
9737,An Acceptable Loss,IFC Films,102,R,2019-01-18
9738,Close,Netflix,94,TV-MA,2019-01-18
9739,Don't Come Back from the Moon,Brainstorm Media,82,Not Rated,2019-01-18
9740,Egg,Gravitas Ventures,90,Not Rated,2019-01-18
9741,Fyre,Netflix,97,TV-MA,2019-01-18
9742,Glass,Universal Pictures,129,PG-13,2019-01-18
9743,The Standoff at Sparrow Creek,RLJ Entertainment,88,Not Rated,2019-01-18
9744,West of Sunshine,Uncork'd Entertainment,78,Not Rated,2019-01-18
9745,King of Thieves,StudioCanal,108,R,2019-01-25
9746,Never Look Away,Sony Pictures,189,R,2019-01-25
9747,Polar,Netflix,118,TV-MA,2019-01-25
9748,Serenity,Aviron Pictures,106,R,2019-01-25
9749,The Image Book,Kino Lorber,84,Not Rated,2019-01-25
9750,The Invisibles,Albatros Film,110,Not Rated,2019-01-25
9751,The Kid Who Would Be King,20th Century Fox,120,PG,2019-01-25
9752,The Wild Pear Tree,The Cinema Guild,188,Not Rated,2019-01-30
9753,Arctic,Bleecker Street,98,PG-13,2019-02-01
9754,Daughter of Mine,Strand Releasing,97,Not Rated,2019-02-01
9755,Miss Bala,Sony Pictures,104,PG-13,2019-02-01
9756,Piercing,,81,R,2019-02-01
9757,Then Came You,Dutch FilmWorks (DFW),97,Not Rated,2019-02-01
9758,Velvet Buzzsaw,Netflix,113,R,2019-02-01
9759,"Berlin, I Love You",Saban Films,120,R,2019-02-08
9760,Cold Pursuit,Lionsgate,119,R,2019-02-08
9761,Everybody Knows,Universal Pictures,133,R,2019-02-08
9762,High Flying Bird,Netflix,90,TV-MA,2019-02-08
9763,Holiday,Breaking Glass Pictures,93,Not Rated,2019-02-08
